Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
obese,female,vegetarian,daily,coal,walk/bicycle,,never,191,very frequently,65,extra large,7,11,28,2,No,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3684
overweight,female,pescatarian,more frequently,coal,walk/bicycle,,never,248,frequently,61,small,3,21,26,18,Yes,"['Plastic', 'Glass']",['Oven'],2032
overweight,female,pescatarian,daily,natural gas,public,,often,122,never,976,large,3,7,23,2,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1356
obese,female,omnivore,more frequently,wood,private,lpg,sometimes,226,frequently,3296,extra large,6,0,38,0,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",3831
normal,male,vegetarian,twice a day,electricity,private,diesel,never,256,rarely,869,small,2,12,39,7,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],1230
overweight,male,pescatarian,less frequently,electricity,public,,sometimes,157,very frequently,754,large,1,4,43,7,Yes,['Metal'],[],2564
obese,male,vegan,daily,natural gas,private,hybrid,never,256,frequently,1309,extra large,2,6,0,24,Yes,[],['Oven'],2328
overweight,male,pescatarian,more frequently,electricity,public,,sometimes,246,never,1690,large,3,9,34,7,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1533
overweight,female,omnivore,daily,wood,walk/bicycle,,never,90,frequently,44,medium,2,9,7,8,No,"['Paper', 'Glass']",['Stove'],1362
normal,male,omnivore,less frequently,natural gas,walk/bicycle,,often,92,very frequently,4,extra large,2,10,4,0,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2104
overweight,female,vegetarian,daily,electricity,walk/bicycle,,often,141,rarely,4,extra large,3,13,7,19,Yes,"['Paper', 'Glass', 'Metal']",[],921
normal,female,vegetarian,daily,electricity,public,,often,272,frequently,691,small,5,13,3,12,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1359
obese,male,vegetarian,daily,wood,public,,sometimes,201,never,1788,small,5,8,35,13,No,['Metal'],"['Stove', 'Oven']",1918
underweight,male,omnivore,twice a day,coal,private,petrol,never,260,rarely,535,large,6,9,37,13,Yes,['Glass'],"['Oven', 'Microwave']",2566
obese,female,omnivore,daily,wood,walk/bicycle,,never,72,rarely,81,small,5,9,36,9,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",1435
overweight,male,pescatarian,daily,natural gas,private,petrol,never,116,very frequently,1777,medium,1,22,9,7,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2731
obese,male,vegan,daily,coal,private,hybrid,never,285,very frequently,7899,large,2,12,43,2,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",5122
underweight,male,pescatarian,less frequently,wood,public,,never,154,rarely,192,extra large,1,19,7,7,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",781
overweight,female,pescatarian,more frequently,electricity,public,,sometimes,158,frequently,1090,large,4,18,25,21,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1714
underweight,female,pescatarian,less frequently,natural gas,public,,sometimes,62,very frequently,542,extra large,3,1,9,8,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1850
overweight,female,vegetarian,daily,coal,walk/bicycle,,never,234,rarely,41,small,3,22,13,24,No,"['Plastic', 'Metal']",['Stove'],1332
underweight,male,omnivore,twice a day,natural gas,public,,never,164,very frequently,1192,extra large,3,8,48,12,No,['Plastic'],['Stove'],3117
overweight,male,vegetarian,less frequently,electricity,public,,often,99,frequently,1922,medium,7,21,16,8,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],1986
overweight,female,pescatarian,daily,coal,public,,often,136,frequently,1256,medium,1,10,7,19,No,"['Glass', 'Metal']",['Oven'],1762
underweight,female,vegetarian,less frequently,coal,private,lpg,often,67,frequently,5350,extra large,7,16,8,1,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",3308
underweight,female,pescatarian,daily,natural gas,walk/bicycle,,sometimes,160,never,38,extra large,6,11,37,7,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1721
underweight,female,vegan,daily,electricity,private,electric,never,215,very frequently,9455,large,7,17,14,2,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2049
overweight,female,vegan,twice a day,electricity,walk/bicycle,,never,122,frequently,87,large,6,10,6,6,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1586
overweight,female,vegan,twice a day,electricity,walk/bicycle,,sometimes,195,rarely,10,extra large,1,23,0,21,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",822
underweight,female,omnivore,twice a day,coal,public,,often,133,rarely,1779,medium,1,15,7,14,No,[],['Oven'],1415
normal,female,omnivore,twice a day,electricity,public,,never,265,frequently,471,large,6,4,38,16,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2145
obese,male,pescatarian,more frequently,electricity,walk/bicycle,,never,184,rarely,84,large,5,6,38,2,No,"['Paper', 'Metal']",[],1596
normal,female,omnivore,less frequently,wood,public,,often,64,frequently,1767,extra large,4,3,0,2,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1590
underweight,male,vegetarian,daily,wood,public,,often,229,frequently,983,medium,4,24,43,14,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2347
overweight,female,omnivore,more frequently,wood,private,lpg,sometimes,52,very frequently,8017,medium,7,20,13,21,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4300
obese,female,vegan,daily,electricity,walk/bicycle,,often,218,rarely,89,large,4,23,47,6,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],1663
obese,female,omnivore,more frequently,coal,private,lpg,often,235,frequently,5322,small,7,5,49,4,Yes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",4247
obese,female,vegetarian,daily,wood,public,,sometimes,55,very frequently,1682,medium,6,6,13,17,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2734
overweight,male,vegetarian,more frequently,wood,walk/bicycle,,never,221,frequently,56,small,6,8,45,0,No,"['Plastic', 'Glass']",['Oven'],2385
obese,male,pescatarian,more frequently,wood,private,hybrid,often,258,very frequently,3071,extra large,3,17,19,17,Sometimes,['Metal'],['Oven'],4209
underweight,male,vegan,daily,electricity,private,petrol,never,87,very frequently,5908,small,6,20,34,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",4046
normal,male,vegetarian,twice a day,electricity,public,,sometimes,268,frequently,652,small,7,0,4,8,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1639
overweight,female,omnivore,daily,wood,walk/bicycle,,never,233,never,16,large,5,21,9,6,No,"['Glass', 'Metal']",['Microwave'],1281
underweight,male,pescatarian,daily,natural gas,walk/bicycle,,sometimes,112,very frequently,72,medium,1,2,42,0,Yes,[],"['Stove', 'Oven']",2571
normal,female,pescatarian,more frequently,electricity,walk/bicycle,,never,58,never,7,small,4,2,31,0,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",545
overweight,female,vegan,more frequently,wood,walk/bicycle,,never,102,never,20,large,2,8,42,15,No,"['Glass', 'Metal']",[],1287
normal,female,vegan,daily,wood,public,,never,263,rarely,40,small,3,12,25,21,No,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1249
obese,female,vegetarian,daily,wood,walk/bicycle,,often,174,never,64,small,2,2,1,22,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",965
obese,female,vegetarian,daily,wood,private,electric,sometimes,102,rarely,250,small,3,20,44,3,Sometimes,['Plastic'],[],1634
overweight,male,vegan,twice a day,coal,public,,never,120,very frequently,1230,extra large,3,6,39,4,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",3297
normal,male,vegetarian,more frequently,coal,walk/bicycle,,sometimes,289,rarely,8,extra large,2,7,11,19,Sometimes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1490
overweight,female,vegan,less frequently,coal,public,,sometimes,204,frequently,1264,large,7,8,13,24,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",2480
obese,male,vegetarian,more frequently,electricity,walk/bicycle,,sometimes,52,very frequently,65,extra large,7,0,18,13,No,['Glass'],[],3359
overweight,male,vegetarian,daily,natural gas,private,diesel,never,225,frequently,1606,small,5,24,36,20,No,['Glass'],"['Oven', 'Microwave']",2958
underweight,male,omnivore,twice a day,natural gas,private,electric,often,154,frequently,3721,extra large,7,4,38,14,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2900
normal,male,vegetarian,daily,wood,private,diesel,sometimes,130,very frequently,164,medium,3,6,45,15,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",2779
normal,male,omnivore,twice a day,electricity,private,lpg,sometimes,94,never,3662,large,5,1,43,11,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2516
normal,female,vegetarian,less frequently,coal,walk/bicycle,,sometimes,108,very frequently,91,small,1,15,23,3,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2251
normal,female,pescatarian,more frequently,coal,walk/bicycle,,never,97,very frequently,20,large,1,5,38,5,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",2130
underweight,female,pescatarian,less frequently,wood,walk/bicycle,,sometimes,163,frequently,89,large,3,5,27,24,No,"['Glass', 'Metal']","['Stove', 'Oven']",1671
overweight,male,vegetarian,twice a day,wood,public,,sometimes,175,very frequently,1382,extra large,7,0,38,8,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",3927
overweight,male,vegan,more frequently,electricity,private,electric,often,211,very frequently,9663,small,2,16,17,12,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",2408
underweight,female,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,158,rarely,76,extra large,7,18,13,12,Sometimes,['Plastic'],"['Stove', 'Microwave']",1723
overweight,male,vegan,more frequently,natural gas,public,,often,211,rarely,1296,medium,4,12,18,18,No,"['Glass', 'Metal']","['Stove', 'Oven']",1785
overweight,female,vegan,more frequently,natural gas,walk/bicycle,,never,152,very frequently,16,medium,6,5,9,12,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2044
normal,female,omnivore,twice a day,wood,walk/bicycle,,never,148,never,92,extra large,4,3,38,20,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1335
obese,male,pescatarian,daily,natural gas,public,,sometimes,134,rarely,1438,medium,7,8,49,20,No,"['Paper', 'Plastic']",['Oven'],2562
obese,female,vegetarian,daily,coal,walk/bicycle,,never,105,very frequently,21,large,6,21,43,14,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3413
overweight,male,omnivore,daily,electricity,private,petrol,sometimes,169,frequently,1798,large,1,13,35,9,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",2722
underweight,male,pescatarian,daily,coal,walk/bicycle,,often,177,never,94,small,3,9,49,12,Yes,['Glass'],['Stove'],1762
normal,male,pescatarian,more frequently,electricity,public,,sometimes,158,frequently,1415,small,7,11,34,17,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1906
obese,male,vegetarian,less frequently,natural gas,walk/bicycle,,often,246,frequently,65,medium,4,7,45,10,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",2501
obese,male,pescatarian,twice a day,electricity,private,hybrid,often,146,rarely,736,medium,3,20,49,21,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2125
underweight,female,pescatarian,more frequently,electricity,private,petrol,sometimes,191,rarely,7763,extra large,6,24,6,7,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3733
normal,male,omnivore,less frequently,electricity,private,lpg,never,191,rarely,6079,small,5,18,43,18,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3219
obese,female,pescatarian,more frequently,electricity,public,,never,243,very frequently,874,extra large,1,10,36,16,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",2744
underweight,male,pescatarian,twice a day,natural gas,private,petrol,never,108,frequently,5595,large,7,12,9,0,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],3706
overweight,female,vegetarian,twice a day,wood,private,electric,sometimes,260,rarely,3572,small,4,4,49,14,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1503
underweight,male,pescatarian,more frequently,wood,public,,never,127,frequently,185,large,2,4,38,6,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1862
overweight,female,vegetarian,daily,coal,walk/bicycle,,never,260,never,99,extra large,4,19,46,6,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1785
overweight,male,vegan,daily,wood,public,,sometimes,255,frequently,1941,medium,4,20,20,23,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",2091
obese,female,omnivore,more frequently,coal,walk/bicycle,,never,247,never,82,medium,7,16,37,16,Sometimes,"['Paper', 'Glass']",['Oven'],2110
overweight,female,vegetarian,daily,wood,private,diesel,never,238,very frequently,5086,small,2,21,29,3,No,"['Paper', 'Plastic', 'Metal']",['Stove'],3463
underweight,male,omnivore,twice a day,wood,public,,sometimes,268,never,739,small,3,14,16,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],957
obese,male,vegan,twice a day,electricity,private,diesel,sometimes,73,frequently,5447,medium,7,24,25,10,Sometimes,['Plastic'],['Stove'],4058
underweight,female,omnivore,more frequently,electricity,private,petrol,never,289,never,9462,large,4,18,37,0,Sometimes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4302
overweight,female,vegan,more frequently,coal,walk/bicycle,,never,182,never,12,extra large,7,13,29,2,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1898
normal,female,vegan,daily,coal,public,,often,255,very frequently,542,small,3,7,47,22,Sometimes,"['Paper', 'Glass']",['Stove'],2672
underweight,male,vegetarian,twice a day,electricity,walk/bicycle,,often,96,never,3,medium,5,20,21,1,Yes,"['Paper', 'Plastic']",[],874
overweight,female,pescatarian,more frequently,coal,walk/bicycle,,often,268,never,39,large,1,9,2,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1005
obese,male,pescatarian,more frequently,wood,private,petrol,never,293,rarely,3251,small,1,3,35,6,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2991
obese,female,vegetarian,twice a day,coal,private,hybrid,sometimes,184,never,3206,extra large,7,1,21,11,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",2693
obese,female,vegetarian,more frequently,natural gas,private,diesel,often,154,very frequently,4619,large,5,11,12,20,Sometimes,"['Paper', 'Plastic']",['Oven'],3998
overweight,female,vegan,twice a day,wood,private,hybrid,often,141,rarely,9077,large,6,17,2,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2778
overweight,female,pescatarian,daily,electricity,private,petrol,sometimes,185,never,2015,small,5,21,34,21,Sometimes,['Glass'],"['Stove', 'Grill', 'Airfryer']",1985
normal,male,vegetarian,more frequently,natural gas,private,petrol,often,247,never,7587,medium,4,14,3,16,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],3796
obese,male,pescatarian,twice a day,wood,walk/bicycle,,often,255,very frequently,96,extra large,7,19,15,18,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",3927
overweight,male,vegan,less frequently,electricity,walk/bicycle,,often,210,rarely,50,small,5,13,46,11,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1365
normal,female,vegetarian,less frequently,electricity,walk/bicycle,,often,199,frequently,96,extra large,3,9,10,1,No,['Paper'],"['Grill', 'Airfryer']",1401
overweight,female,vegetarian,twice a day,natural gas,walk/bicycle,,never,230,frequently,18,extra large,7,7,11,15,No,[],"['Stove', 'Oven', 'Microwave']",2678
obese,male,vegan,daily,electricity,private,lpg,never,131,very frequently,1205,small,2,19,46,5,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3188
overweight,female,pescatarian,daily,coal,public,,never,247,rarely,1694,large,6,20,14,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1703
obese,male,pescatarian,daily,wood,private,diesel,often,262,very frequently,5847,large,6,16,5,1,Sometimes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",4928
obese,male,vegetarian,daily,natural gas,private,electric,never,122,rarely,4277,extra large,7,8,49,3,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2997
overweight,male,pescatarian,more frequently,natural gas,public,,never,162,rarely,1498,large,4,15,13,19,No,"['Plastic', 'Glass', 'Metal']",[],1608
normal,female,omnivore,more frequently,wood,walk/bicycle,,never,274,frequently,1,large,2,5,18,1,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",1545
normal,male,vegan,twice a day,wood,public,,never,235,very frequently,1692,medium,3,24,13,2,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2516
overweight,male,vegetarian,more frequently,coal,walk/bicycle,,often,123,never,86,small,3,9,41,13,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1900
normal,male,omnivore,daily,wood,public,,sometimes,209,rarely,1468,medium,5,19,33,13,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2064
overweight,female,vegan,less frequently,coal,public,,sometimes,109,never,1680,extra large,1,6,44,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1321
obese,female,omnivore,more frequently,electricity,public,,often,199,frequently,1867,medium,2,2,26,3,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2078
obese,female,pescatarian,twice a day,coal,walk/bicycle,,sometimes,288,never,12,medium,6,0,49,12,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2183
obese,female,vegetarian,less frequently,natural gas,walk/bicycle,,often,165,very frequently,18,large,3,14,38,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2884
overweight,male,vegetarian,more frequently,wood,walk/bicycle,,never,296,never,35,large,7,2,12,17,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1745
overweight,male,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,94,rarely,10,large,7,1,35,18,Yes,"['Paper', 'Plastic', 'Metal']",[],1730
obese,female,omnivore,daily,electricity,private,electric,never,160,frequently,2820,small,4,20,16,8,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1650
overweight,female,vegetarian,more frequently,electricity,private,hybrid,often,199,rarely,1881,medium,7,13,17,16,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",1659
normal,female,pescatarian,more frequently,wood,walk/bicycle,,often,187,rarely,80,extra large,4,11,31,20,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1964
obese,female,vegan,less frequently,coal,private,hybrid,sometimes,100,frequently,8575,small,1,19,32,13,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3373
overweight,female,vegetarian,more frequently,coal,walk/bicycle,,never,128,frequently,74,medium,4,6,44,13,Yes,['Metal'],[],2158
overweight,male,pescatarian,daily,wood,walk/bicycle,,never,90,rarely,4,medium,7,6,5,16,Sometimes,"['Plastic', 'Glass']",['Oven'],1492
underweight,female,vegetarian,more frequently,wood,walk/bicycle,,sometimes,159,never,98,medium,7,0,34,19,Yes,[],"['Grill', 'Airfryer']",1443
underweight,female,vegan,less frequently,electricity,public,,often,52,very frequently,704,large,6,5,36,1,No,['Paper'],"['Grill', 'Airfryer']",2360
obese,male,vegan,daily,wood,public,,never,267,frequently,558,medium,2,20,44,15,No,['Glass'],"['Grill', 'Airfryer']",2531
normal,male,pescatarian,twice a day,electricity,private,hybrid,never,210,frequently,768,large,7,8,45,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2605
underweight,male,omnivore,twice a day,wood,walk/bicycle,,sometimes,111,very frequently,79,large,7,6,36,10,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3192
normal,female,vegetarian,less frequently,wood,walk/bicycle,,never,93,rarely,38,large,2,4,32,14,No,"['Paper', 'Plastic', 'Glass']",[],1116
overweight,female,vegetarian,less frequently,coal,public,,never,248,frequently,1495,medium,6,12,21,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1944
overweight,female,vegan,daily,natural gas,walk/bicycle,,never,72,very frequently,98,small,3,20,22,3,Sometimes,['Paper'],['Microwave'],2119
overweight,female,vegetarian,more frequently,wood,public,,often,53,never,444,large,1,0,19,9,No,"['Paper', 'Metal']",['Microwave'],897
overweight,female,omnivore,more frequently,coal,private,hybrid,sometimes,189,frequently,317,medium,7,12,10,5,Sometimes,['Metal'],['Stove'],2191
underweight,female,pescatarian,daily,coal,private,electric,sometimes,59,frequently,6204,medium,6,4,0,3,No,"['Paper', 'Metal']",['Microwave'],1358
obese,male,omnivore,less frequently,electricity,private,diesel,never,118,rarely,5175,medium,6,3,42,18,Yes,[],"['Oven', 'Grill', 'Airfryer']",3538
underweight,female,omnivore,daily,natural gas,walk/bicycle,,never,291,frequently,82,small,3,20,11,0,Sometimes,['Metal'],"['Oven', 'Microwave']",1413
underweight,male,vegetarian,daily,wood,public,,sometimes,151,very frequently,238,extra large,6,1,25,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2310
overweight,male,vegan,daily,wood,private,hybrid,often,228,rarely,6239,medium,6,18,29,18,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2951
underweight,female,omnivore,daily,electricity,walk/bicycle,,never,57,never,70,medium,7,6,14,5,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",842
normal,female,vegan,twice a day,coal,private,hybrid,often,181,rarely,9914,large,3,0,23,2,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2983
normal,male,vegan,less frequently,natural gas,public,,never,210,frequently,515,large,1,16,24,24,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1857
obese,female,vegan,daily,natural gas,public,,sometimes,261,never,1405,extra large,4,6,22,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1453
underweight,female,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,275,never,28,large,3,22,28,7,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1090
overweight,male,vegan,daily,natural gas,public,,sometimes,281,frequently,237,medium,6,7,4,5,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",1765
normal,male,vegan,twice a day,electricity,walk/bicycle,,never,171,never,68,small,3,15,0,18,No,['Plastic'],['Stove'],620
normal,male,omnivore,twice a day,electricity,walk/bicycle,,never,77,never,59,large,4,1,8,8,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",798
obese,female,omnivore,less frequently,natural gas,walk/bicycle,,sometimes,237,never,45,small,7,24,6,18,No,"['Paper', 'Metal']",[],1195
overweight,female,pescatarian,twice a day,electricity,private,petrol,often,65,very frequently,7864,small,4,18,19,2,Yes,['Metal'],"['Grill', 'Airfryer']",5032
obese,male,vegan,more frequently,coal,public,,never,221,rarely,1641,small,6,17,39,1,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],1836
obese,male,pescatarian,less frequently,natural gas,public,,sometimes,136,never,1431,large,3,19,37,19,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1858
obese,male,vegan,more frequently,wood,private,hybrid,often,127,never,9991,medium,3,22,32,0,No,"['Glass', 'Metal']","['Oven', 'Microwave']",3402
normal,female,omnivore,twice a day,coal,private,lpg,sometimes,51,never,1504,small,6,6,1,22,Yes,['Glass'],['Microwave'],1329
obese,female,vegetarian,twice a day,electricity,public,,sometimes,238,rarely,1277,large,3,12,7,13,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1388
obese,female,vegetarian,daily,wood,public,,never,137,never,484,extra large,6,0,15,8,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1558
overweight,female,vegetarian,daily,coal,private,electric,sometimes,261,rarely,9418,small,3,17,40,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",1418
overweight,male,pescatarian,twice a day,electricity,walk/bicycle,,sometimes,178,very frequently,40,medium,5,14,17,22,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2515
normal,female,vegan,twice a day,coal,private,lpg,often,238,frequently,9022,extra large,6,12,43,19,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",4466
overweight,male,vegetarian,less frequently,coal,private,petrol,sometimes,79,very frequently,931,large,1,20,34,8,Sometimes,"['Plastic', 'Glass']",['Microwave'],3158
underweight,female,pescatarian,more frequently,electricity,walk/bicycle,,sometimes,227,rarely,9,extra large,7,4,39,13,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1894
overweight,female,vegetarian,more frequently,coal,public,,never,126,frequently,1197,small,1,10,42,13,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove'],1904
underweight,female,pescatarian,daily,coal,public,,often,187,never,1466,extra large,1,24,43,6,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1396
obese,female,vegetarian,less frequently,natural gas,walk/bicycle,,often,135,frequently,49,large,1,5,0,9,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",1343
obese,female,omnivore,twice a day,wood,private,electric,sometimes,72,frequently,3598,large,6,1,38,14,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2432
underweight,female,vegetarian,daily,electricity,private,petrol,often,128,never,6793,small,3,5,29,19,No,[],['Microwave'],3074
obese,female,vegetarian,twice a day,electricity,private,electric,never,147,never,2325,medium,3,10,37,3,No,"['Plastic', 'Metal']",['Microwave'],1034
obese,female,pescatarian,more frequently,electricity,walk/bicycle,,never,240,frequently,94,extra large,5,2,27,7,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2248
overweight,male,vegan,less frequently,wood,private,hybrid,sometimes,209,frequently,2209,medium,5,5,2,10,Sometimes,['Glass'],"['Oven', 'Grill', 'Airfryer']",2341
